policy_id,policy_date,agency,policy_type,affected_hcpcs_code,hospital_id,hospital_state,service_volume,avg_reimbursement_before_usd,avg_reimbursement_after_usd,claim_rejection_risk_score,estimated_financial_impact_usd
POL102124,2023-01-15,HHS,Compliance Requirement,36415,HOSP1236,TX,866,415.73,361.17,0.928,-47248.96
POL102125,2023-12-24,HHS,Reimbursement Update,99214,HOSP1216,GA,1348,210.59,209.74,0.085,-1145.8
POL102126,2022-03-19,CDC,Reimbursement Update,85025,HOSP1003,TX,2461,484.93,533.12,0.768,118595.59
POL102127,2023-09-08,HHS,Compliance Requirement,J3490,HOSP1091,FL,487,362.12,292.93,0.694,-33695.53
POL102128,2022-03-31,FDA,Coverage Expansion,J1885,HOSP1134,NC,4757,103.99,109.74,0.428,27352.75
POL102129,2025-04-02,HHS,Billing Rule Change,J1885,HOSP1138,FL,159,369.98,306.27,0.76,-10129.89
POL102130,2022-08-06,HHS,Coding Guideline Update,J1100,HOSP1231,WA,1296,464.3,400.18,0.825,-83099.52
POL102131,2023-11-03,CMS,Billing Rule Change,99214,HOSP1169,IL,4032,89.21,102.86,0.46,55036.8
POL102132,2023-03-17,FDA,Compliance Requirement,A0429,HOSP1194,AZ,4187,112.06,140.78,0.066,120250.64
POL102133,2024-06-06,HHS,Compliance Requirement,93010,HOSP1197,OH,4409,180.69,174.54,0.034,-27115.35
POL102134,2023-10-10,FDA,Coverage Expansion,A0429,HOSP1084,CO,222,178.42,177.18,0.604,-275.28
POL102135,2023-07-06,CMS,Billing Rule Change,J1100,HOSP1166,WA,2993,276.17,336.77,0.354,181375.8
POL102136,2025-03-29,FDA,Coverage Expansion,85025,HOSP1220,CO,680,407.07,504.37,0.991,66164.0
POL102137,2024-01-07,HHS,Billing Rule Change,J3490,HOSP1198,MN,2259,598.81,623.49,0.146,55752.12
POL102138,2023-12-02,CDC,Reimbursement Update,J1885,HOSP1242,TN,3835,558.49,596.31,0.209,145039.7
POL102139,2022-08-14,HHS,Billing Rule Change,G0463,HOSP1035,MI,310,202.66,241.54,0.53,12052.8
POL102140,2023-09-23,HHS,Compliance Requirement,J3490,HOSP1262,GA,3967,587.33,478.09,0.151,-433355.08
POL102141,2023-09-11,FDA,Coverage Expansion,99215,HOSP1160,AZ,4513,559.41,503.89,0.435,-250561.76
POL102142,2024-09-07,HHS,Coverage Expansion,J1885,HOSP1042,AZ,893,77.4,75.37,0.508,-1812.79
POL102143,2023-01-01,CMS,Reimbursement Update,J3490,HOSP1222,CA,4319,395.73,463.58,0.621,293044.15
POL102144,2022-11-25,HHS,Coverage Expansion,J1885,HOSP1109,GA,241,438.5,563.01,0.059,30006.91
POL102145,2022-02-04,HHS,Compliance Requirement,93000,HOSP1267,CO,1490,256.74,321.4,0.896,96343.4
POL102146,2022-12-19,FDA,Reimbursement Update,J3490,HOSP1288,MN,4510,170.49,154.93,0.81,-70175.6
POL102147,2024-03-07,CMS,Billing Rule Change,J1885,HOSP1057,CA,3178,583.46,634.52,0.454,162268.68
POL102148,2023-05-04,CDC,Compliance Requirement,J3490,HOSP1245,MA,3799,92.32,109.41,0.142,64924.91
POL102149,2022-09-26,CDC,Coding Guideline Update,71020,HOSP1214,OH,2837,170.68,158.77,0.883,-33788.67
POL102150,2023-10-23,CMS,Coding Guideline Update,83036,HOSP1094,NY,2872,547.15,538.41,0.517,-25101.28
POL102151,2022-03-09,HHS,Reimbursement Update,99214,HOSP1055,CA,412,115.47,137.38,0.398,9026.92
POL102152,2024-02-18,FDA,Coverage Expansion,36415,HOSP1091,CO,2984,366.46,401.89,0.127,105723.12
POL102153,2024-10-14,CDC,Billing Rule Change,85025,HOSP1031,NY,1837,554.13,510.95,0.55,-79321.66
POL102154,2023-07-27,HHS,Compliance Requirement,J2405,HOSP1142,IL,3850,330.52,269.42,0.833,-235235.0
POL102155,2023-11-22,CDC,Compliance Requirement,83036,HOSP1123,MD,142,477.52,377.03,0.423,-14269.58
POL102156,2025-04-07,HHS,Reimbursement Update,93010,HOSP1253,NC,1758,302.6,392.44,0.776,157938.72
POL102157,2024-12-13,CDC,Compliance Requirement,90471,HOSP1206,MI,3327,81.49,89.2,0.683,25651.17
POL102158,2023-10-03,CMS,Coding Guideline Update,J1885,HOSP1149,WA,3015,42.0,33.87,0.543,-24511.95
POL102159,2024-04-04,FDA,Reimbursement Update,80053,HOSP1241,MI,1418,163.93,190.72,0.482,37988.22
POL102160,2022-03-02,CDC,Coverage Expansion,80048,HOSP1211,IL,1889,173.57,134.44,0.029,-73916.57
POL102161,2024-12-30,HHS,Coding Guideline Update,99214,HOSP1193,WA,4866,446.8,464.15,0.442,84425.1
POL102162,2024-11-11,CMS,Billing Rule Change,J2405,HOSP1131,AZ,213,519.27,407.91,0.207,-23719.68
POL102163,2023-05-12,CDC,Coding Guideline Update,G0463,HOSP1282,TX,418,147.6,127.41,0.876,-8439.42
POL102164,2022-05-07,CDC,Billing Rule Change,J1885,HOSP1019,MA,4827,119.92,139.98,0.958,96829.62
POL102165,2023-10-23,FDA,Reimbursement Update,J1100,HOSP1059,WI,506,374.41,368.84,0.269,-2818.42
POL102166,2023-12-03,HHS,Reimbursement Update,J2405,HOSP1158,GA,3039,324.72,259.56,0.144,-198021.24
POL102167,2023-03-11,FDA,Coding Guideline Update,A0425,HOSP1277,MA,541,103.98,92.32,0.614,-6308.06
POL102168,2023-12-24,CDC,Coding Guideline Update,93010,HOSP1032,OH,342,547.87,435.97,0.402,-38269.8
POL102169,2025-02-16,CMS,Compliance Requirement,J3490,HOSP1161,CA,2362,426.68,345.49,0.05,-191770.78
POL102170,2022-12-18,CMS,Reimbursement Update,A0429,HOSP1160,FL,1210,230.33,246.31,0.134,19335.8
POL102171,2023-02-13,CMS,Compliance Requirement,80053,HOSP1114,MA,4054,176.36,187.08,0.076,43458.88
POL102172,2022-02-18,FDA,Compliance Requirement,80048,HOSP1160,IL,3721,483.9,516.23,0.714,120299.93
POL102173,2025-03-16,FDA,Reimbursement Update,93010,HOSP1091,CO,371,148.84,175.47,0.238,9879.73
POL102174,2024-06-02,CMS,Reimbursement Update,A0427,HOSP1173,OH,3256,89.07,84.11,0.796,-16149.76
POL102175,2022-07-11,HHS,Compliance Requirement,90471,HOSP1227,NY,408,538.64,558.22,0.731,7988.64
POL102176,2023-02-12,CMS,Compliance Requirement,G0463,HOSP1120,AZ,4563,152.98,167.53,0.471,66391.65
POL102177,2022-11-24,CMS,Billing Rule Change,A0427,HOSP1030,NY,276,452.34,442.09,0.734,-2829.0
POL102178,2024-03-04,CDC,Coverage Expansion,J2405,HOSP1275,MI,4652,406.2,416.86,0.709,49590.32
POL102179,2023-04-15,CDC,Coverage Expansion,J1100,HOSP1134,FL,3523,553.69,516.41,0.229,-131337.44
POL102180,2024-12-02,CDC,Reimbursement Update,80053,HOSP1035,AZ,4338,351.4,341.22,0.549,-44160.84
POL102181,2023-01-14,FDA,Reimbursement Update,93010,HOSP1042,MN,2635,51.4,42.13,0.902,-24426.45
POL102182,2022-05-31,HHS,Compliance Requirement,90471,HOSP1024,WI,1161,413.59,448.18,0.616,40158.99
POL102183,2023-07-31,CDC,Coverage Expansion,A0425,HOSP1012,IN,3887,56.28,71.42,0.777,58849.18
POL102184,2023-12-30,CMS,Compliance Requirement,93000,HOSP1271,MD,3421,246.54,293.52,0.469,160718.58
POL102185,2022-02-15,HHS,Coding Guideline Update,90471,HOSP1041,TN,3314,518.29,453.97,0.476,-213156.48
POL102186,2023-10-05,CMS,Reimbursement Update,71020,HOSP1022,NY,3985,241.02,264.49,0.89,93527.95
POL102187,2024-01-04,CMS,Compliance Requirement,A0427,HOSP1026,AZ,3665,292.88,318.28,0.194,93091.0
POL102188,2023-06-20,HHS,Coverage Expansion,99213,HOSP1018,CA,778,321.41,359.73,0.96,29812.96
POL102189,2024-07-09,CDC,Coverage Expansion,G0463,HOSP1291,MI,1631,90.19,77.91,0.849,-20028.68
POL102190,2022-01-17,CMS,Billing Rule Change,90471,HOSP1003,AZ,721,107.99,135.02,0.363,19488.63
POL102191,2022-09-04,HHS,Coverage Expansion,A0425,HOSP1133,MA,564,596.83,596.26,0.882,-321.48
POL102192,2022-05-21,FDA,Coding Guideline Update,A0429,HOSP1273,TN,3272,468.24,533.69,0.461,214152.4
POL102193,2024-04-01,CMS,Coverage Expansion,99213,HOSP1295,MI,2148,531.84,462.84,0.418,-148212.0
POL102194,2024-04-08,HHS,Coding Guideline Update,G0463,HOSP1289,CO,717,304.99,361.68,0.647,40646.73
POL102195,2025-02-03,CMS,Coding Guideline Update,99214,HOSP1203,MA,4487,350.33,439.99,0.621,402304.42
POL102196,2022-10-19,FDA,Coverage Expansion,J2405,HOSP1235,PA,171,414.31,523.32,0.232,18640.71
POL102197,2023-12-13,CDC,Billing Rule Change,J3490,HOSP1228,CO,100,139.83,138.63,0.264,-120.0
POL102198,2025-03-25,CDC,Coding Guideline Update,99214,HOSP1230,CO,4985,531.9,453.46,0.151,-391023.4
POL102199,2023-09-13,CMS,Billing Rule Change,90471,HOSP1186,AZ,1395,421.52,513.92,0.273,128898.0
POL102200,2024-10-01,CDC,Reimbursement Update,36415,HOSP1239,MO,3177,537.26,490.56,0.311,-148365.9
POL102201,2024-06-30,HHS,Coding Guideline Update,99214,HOSP1181,OH,325,456.71,539.41,0.572,26877.5
POL102202,2022-12-27,FDA,Reimbursement Update,J2405,HOSP1160,CA,2114,589.63,564.81,0.822,-52469.48
POL102203,2022-10-11,CMS,Reimbursement Update,93000,HOSP1294,MA,2580,235.79,225.88,0.56,-25567.8
POL102204,2023-12-28,HHS,Coverage Expansion,93010,HOSP1239,PA,587,409.67,524.67,0.472,67505.0
POL102205,2024-10-29,HHS,Coding Guideline Update,36415,HOSP1022,MN,1493,58.58,64.77,0.789,9241.67
POL102206,2023-05-05,CMS,Reimbursement Update,80048,HOSP1180,MA,287,316.98,369.41,0.215,15047.41
POL102207,2024-08-26,CMS,Coverage Expansion,J1885,HOSP1146,GA,1888,274.54,248.61,0.819,-48955.84
POL102208,2022-03-07,CDC,Billing Rule Change,99215,HOSP1064,IN,3053,295.16,243.64,0.35,-157290.56
POL102209,2022-02-21,FDA,Reimbursement Update,A0429,HOSP1101,WI,3529,174.26,199.6,0.263,89424.86
POL102210,2022-04-03,FDA,Coding Guideline Update,A0427,HOSP1210,PA,756,354.8,268.92,0.87,-64925.28
POL102211,2024-01-29,CMS,Compliance Requirement,99214,HOSP1000,CO,680,593.63,500.93,0.348,-63036.0
POL102212,2024-04-20,CDC,Coding Guideline Update,J3490,HOSP1280,TN,2594,239.49,255.15,0.723,40622.04
POL102213,2024-02-19,FDA,Reimbursement Update,99213,HOSP1215,AZ,1040,543.73,482.58,0.052,-63596.0
POL102214,2023-06-14,CDC,Compliance Requirement,99213,HOSP1146,TN,2263,172.2,209.52,0.606,84455.16
POL102215,2022-09-24,CDC,Coding Guideline Update,99213,HOSP1161,TX,3910,45.8,49.33,0.278,13802.3
POL102216,2022-10-12,HHS,Coverage Expansion,J2405,HOSP1025,MA,2786,214.26,224.19,0.293,27664.98
POL102217,2025-01-26,CDC,Reimbursement Update,93000,HOSP1092,PA,2564,269.78,347.26,0.441,198658.72
POL102218,2023-04-16,FDA,Billing Rule Change,80048,HOSP1038,FL,2094,205.34,244.69,0.232,82398.9
POL102219,2023-04-06,HHS,Coding Guideline Update,36415,HOSP1037,GA,3971,150.24,127.11,0.058,-91849.23
POL102220,2023-11-22,HHS,Reimbursement Update,99213,HOSP1150,TX,2183,97.05,106.18,0.47,19930.79
POL102221,2024-08-26,CMS,Compliance Requirement,J3490,HOSP1201,MO,2245,97.18,122.52,0.321,56888.3
POL102222,2025-01-02,HHS,Reimbursement Update,J3490,HOSP1096,TN,1967,102.9,83.73,0.94,-37707.39
POL102223,2022-03-21,CDC,Compliance Requirement,J3490,HOSP1072,TN,1002,54.52,52.72,0.43,-1803.6
POL102224,2022-01-19,CMS,Coverage Expansion,80053,HOSP1291,WI,3415,308.62,348.18,0.166,135097.4
POL102225,2023-08-18,CMS,Billing Rule Change,93000,HOSP1236,CO,960,488.67,471.87,0.526,-16128.0
POL102226,2023-03-07,FDA,Billing Rule Change,J2405,HOSP1287,OH,4344,378.43,482.84,0.451,453557.04
POL102227,2024-11-07,CDC,Compliance Requirement,J2405,HOSP1219,IL,3090,199.5,184.22,0.625,-47215.2
POL102228,2023-03-28,CMS,Billing Rule Change,99215,HOSP1077,GA,714,139.86,149.77,0.205,7075.74
POL102229,2022-12-10,FDA,Coding Guideline Update,80053,HOSP1067,OH,3822,467.94,498.75,0.864,117755.82
POL102230,2023-07-30,FDA,Coding Guideline Update,G0463,HOSP1145,OH,1621,159.47,147.66,0.553,-19144.01
POL102231,2023-06-09,FDA,Reimbursement Update,G0463,HOSP1268,GA,3816,84.22,94.62,0.329,39686.4
POL102232,2025-04-02,CDC,Coding Guideline Update,J1100,HOSP1185,FL,1064,236.41,205.38,0.919,-33015.92
POL102233,2024-06-04,CDC,Reimbursement Update,80048,HOSP1183,IN,1356,292.43,252.72,0.971,-53846.76
POL102234,2024-07-16,FDA,Coverage Expansion,J1100,HOSP1158,MN,1517,274.3,230.54,0.533,-66383.92
POL102235,2023-04-19,HHS,Coverage Expansion,80053,HOSP1265,MA,3374,461.9,485.2,0.644,78614.2
POL102236,2023-07-21,CDC,Billing Rule Change,90471,HOSP1116,NC,4372,266.33,211.61,0.095,-239235.84
POL102237,2025-04-06,HHS,Coding Guideline Update,80048,HOSP1115,AZ,2452,384.53,321.04,0.844,-155677.48
POL102238,2023-04-24,CMS,Coverage Expansion,A0425,HOSP1266,WA,4963,380.01,417.47,0.764,185913.98
POL102239,2022-07-30,FDA,Coverage Expansion,J3490,HOSP1283,FL,2195,64.21,79.81,0.682,34242.0
POL102240,2024-08-27,CMS,Reimbursement Update,83036,HOSP1143,GA,3489,443.96,342.57,0.899,-353749.71
POL102241,2022-08-22,FDA,Reimbursement Update,90471,HOSP1228,AZ,4399,196.65,191.71,0.129,-21731.06
POL102242,2022-01-03,FDA,Compliance Requirement,80048,HOSP1235,FL,2005,56.74,47.93,0.175,-17664.05
POL102243,2024-09-10,CDC,Coding Guideline Update,99215,HOSP1133,CO,569,236.79,199.73,0.85,-21087.14
POL102244,2024-12-30,FDA,Reimbursement Update,36415,HOSP1265,MI,3944,174.83,184.45,0.489,37941.28
POL102245,2023-01-31,CDC,Billing Rule Change,80053,HOSP1174,TX,2406,529.14,412.25,0.508,-281237.34
POL102246,2023-09-20,CDC,Reimbursement Update,99213,HOSP1267,TN,3574,62.09,57.0,0.403,-18191.66
POL102247,2023-11-18,CDC,Compliance Requirement,99214,HOSP1217,TX,1551,51.53,38.96,0.538,-19496.07
POL102248,2022-05-31,FDA,Coverage Expansion,83036,HOSP1051,AZ,1675,87.13,65.83,0.54,-35677.5
POL102249,2024-04-02,HHS,Compliance Requirement,71020,HOSP1172,OH,3797,270.91,327.74,0.901,215783.51
POL102250,2025-02-25,FDA,Reimbursement Update,J1885,HOSP1051,GA,1318,243.33,302.9,0.56,78513.26
POL102251,2025-02-12,CMS,Coverage Expansion,90471,HOSP1045,MD,1990,178.43,147.1,0.891,-62346.7
POL102252,2023-02-11,CDC,Billing Rule Change,J1885,HOSP1059,OH,2200,423.06,429.05,0.261,13178.0
POL102253,2024-10-06,CMS,Coding Guideline Update,80053,HOSP1027,NY,3502,94.95,122.96,0.239,98091.02
POL102254,2023-11-16,FDA,Billing Rule Change,71020,HOSP1258,MO,2497,397.75,375.94,0.859,-54459.57
POL102255,2024-11-01,CMS,Coverage Expansion,J1100,HOSP1296,TX,1338,350.18,342.71,0.05,-9994.86
POL102256,2025-01-24,FDA,Coverage Expansion,G0463,HOSP1263,IN,3592,575.94,579.83,0.58,13972.88
POL102257,2022-01-02,CMS,Compliance Requirement,J1100,HOSP1055,FL,4377,208.28,178.78,0.996,-129121.5
POL102258,2024-02-26,FDA,Compliance Requirement,93000,HOSP1240,OH,225,248.02,219.9,0.453,-6327.0
POL102259,2023-12-07,CMS,Coverage Expansion,93010,HOSP1022,MO,345,383.31,353.52,0.203,-10277.55
POL102260,2023-11-26,CDC,Billing Rule Change,J1885,HOSP1066,TX,3249,89.38,105.37,0.613,51951.51
POL102261,2023-03-06,HHS,Reimbursement Update,99215,HOSP1225,IN,490,400.01,469.81,0.63,34202.0
POL102262,2023-06-08,FDA,Coverage Expansion,83036,HOSP1244,MD,4534,184.99,193.62,0.802,39128.42
POL102263,2023-05-10,CDC,Coverage Expansion,J1885,HOSP1145,IN,1750,65.5,69.34,0.977,6720.0
POL102264,2025-01-21,HHS,Compliance Requirement,90471,HOSP1272,CA,3325,409.89,499.79,0.052,298917.5
POL102265,2024-03-09,FDA,Coverage Expansion,99214,HOSP1039,MA,4309,210.83,235.58,0.23,106647.75
POL102266,2022-05-26,CMS,Billing Rule Change,93000,HOSP1119,GA,3570,424.34,487.87,0.634,226802.1
POL102267,2023-12-11,CMS,Compliance Requirement,99214,HOSP1198,MN,2068,557.52,663.2,0.373,218546.24
POL102268,2023-06-29,HHS,Compliance Requirement,80053,HOSP1053,NC,2038,235.62,202.81,0.236,-66866.78
POL102269,2023-01-22,HHS,Billing Rule Change,90471,HOSP1183,MN,4795,314.17,280.63,0.304,-160824.3
POL102270,2023-01-13,HHS,Coding Guideline Update,80053,HOSP1017,TN,1263,483.03,443.29,0.543,-50191.62
POL102271,2023-10-14,CDC,Billing Rule Change,80048,HOSP1220,MD,1101,153.44,165.91,0.453,13729.47
POL102272,2024-05-04,CDC,Coverage Expansion,80048,HOSP1106,TX,2189,150.73,153.74,0.988,6588.89
POL102273,2023-10-15,FDA,Coding Guideline Update,J2405,HOSP1020,GA,1136,583.36,626.03,0.5,48473.12
POL102274,2023-02-24,CMS,Coverage Expansion,80048,HOSP1025,TX,1871,311.43,235.74,0.269,-141615.99
POL102275,2022-11-05,FDA,Coverage Expansion,99213,HOSP1248,FL,4991,310.67,381.17,0.237,351865.5
POL102276,2024-06-12,CDC,Billing Rule Change,J1100,HOSP1062,PA,4070,188.1,242.46,0.643,221245.2
POL102277,2025-04-11,CMS,Compliance Requirement,83036,HOSP1119,WA,2263,214.07,188.59,0.569,-57661.24
POL102278,2022-08-09,FDA,Coding Guideline Update,90471,HOSP1220,FL,3233,384.51,363.92,0.486,-66567.47
POL102279,2024-08-24,CDC,Billing Rule Change,85025,HOSP1046,CA,2688,149.32,131.34,0.539,-48330.24
POL102280,2024-08-21,CDC,Coding Guideline Update,90471,HOSP1013,WI,1337,516.13,470.76,0.381,-60659.69
POL102281,2023-09-02,HHS,Compliance Requirement,J1885,HOSP1095,OH,4192,238.19,240.81,0.483,10983.04
POL102282,2025-01-08,CMS,Compliance Requirement,A0427,HOSP1268,MO,4902,179.99,222.53,0.291,208531.08
POL102283,2024-03-27,FDA,Reimbursement Update,99215,HOSP1218,MN,2919,373.24,476.43,0.44,301211.61
POL102284,2022-05-23,FDA,Coverage Expansion,G0463,HOSP1160,NY,1266,67.24,74.3,0.603,8937.96
POL102285,2022-12-13,HHS,Coverage Expansion,A0429,HOSP1128,IL,4433,184.91,227.07,0.57,186895.28
POL102286,2023-06-22,FDA,Coding Guideline Update,85025,HOSP1196,NY,1544,219.01,240.45,0.103,33103.36
POL102287,2025-03-12,FDA,Reimbursement Update,99213,HOSP1061,MI,2360,41.3,53.64,0.38,29122.4
POL102288,2022-01-09,CDC,Coding Guideline Update,J1885,HOSP1057,TX,4438,221.74,177.51,0.11,-196292.74
POL102289,2023-07-28,FDA,Compliance Requirement,A0429,HOSP1106,CO,2456,520.04,521.35,0.74,3217.36
POL102290,2022-03-02,HHS,Billing Rule Change,J1885,HOSP1184,WI,3229,173.15,211.86,0.922,124994.59
POL102291,2022-02-12,FDA,Compliance Requirement,85025,HOSP1130,TN,1153,538.4,490.38,0.27,-55367.06
POL102292,2022-10-22,FDA,Coverage Expansion,J2405,HOSP1061,IN,2204,78.5,101.59,0.954,50890.36
POL102293,2024-01-24,CMS,Coding Guideline Update,J1885,HOSP1034,WA,267,356.14,319.32,0.438,-9830.94
POL102294,2022-02-14,CMS,Coverage Expansion,A0429,HOSP1185,PA,3521,142.82,122.36,0.089,-72039.66
POL102295,2022-01-29,HHS,Reimbursement Update,99213,HOSP1083,IN,2650,439.13,444.41,0.814,13992.0
POL102296,2024-07-13,FDA,Reimbursement Update,93010,HOSP1131,MD,2443,243.15,299.55,0.267,137785.2
POL102297,2022-10-11,FDA,Coding Guideline Update,80048,HOSP1173,MI,4671,257.08,276.37,0.901,90103.59
POL102298,2024-06-11,CMS,Coding Guideline Update,83036,HOSP1038,OH,980,495.15,634.23,0.117,136298.4
POL102299,2023-01-21,CMS,Billing Rule Change,80048,HOSP1085,WI,2242,450.51,521.77,0.167,159764.92
POL102300,2023-06-24,CMS,Coverage Expansion,99214,HOSP1070,MI,2732,238.45,307.09,0.392,187524.48
POL102301,2024-04-05,CDC,Billing Rule Change,99215,HOSP1166,CA,1409,560.1,526.53,0.723,-47300.13
POL102302,2023-04-26,CDC,Compliance Requirement,A0429,HOSP1100,MO,2088,462.08,362.89,0.931,-207108.72
POL102303,2022-11-23,FDA,Coding Guideline Update,85025,HOSP1056,WI,3822,451.89,549.11,0.673,371574.84
POL102304,2024-10-28,HHS,Coding Guideline Update,99215,HOSP1187,AZ,3660,572.17,527.57,0.7,-163236.0
POL102305,2024-01-16,CMS,Coverage Expansion,80048,HOSP1294,TX,1565,394.4,331.1,0.278,-99064.5
POL102306,2024-11-28,CDC,Compliance Requirement,83036,HOSP1216,OH,351,502.42,461.74,0.52,-14278.68
POL102307,2022-06-08,HHS,Reimbursement Update,99215,HOSP1151,TN,1831,334.08,371.28,0.159,68113.2
POL102308,2024-11-12,FDA,Coverage Expansion,J1100,HOSP1068,WA,1659,394.28,475.87,0.45,135357.81
POL102309,2024-08-25,CDC,Coverage Expansion,90471,HOSP1027,TX,431,476.06,583.73,0.018,46405.77
POL102310,2023-08-01,CDC,Billing Rule Change,99215,HOSP1137,NY,4686,282.0,342.55,0.226,283737.3
POL102311,2024-03-07,CDC,Compliance Requirement,71020,HOSP1210,IN,2036,127.94,107.74,0.613,-41127.2
POL102312,2024-07-23,CDC,Coverage Expansion,99213,HOSP1149,WI,4259,144.49,160.15,0.969,66695.94
POL102313,2023-04-20,CDC,Reimbursement Update,J2405,HOSP1291,CA,2460,51.38,44.55,0.525,-16801.8
POL102314,2022-02-01,HHS,Billing Rule Change,A0425,HOSP1246,NY,1773,496.57,484.71,0.049,-21027.78
POL102315,2024-04-21,CMS,Reimbursement Update,A0425,HOSP1156,WI,1440,122.27,132.17,0.004,14256.0
POL102316,2024-03-26,CMS,Reimbursement Update,71020,HOSP1229,TN,2764,324.96,389.01,0.844,177034.2
POL102317,2023-06-24,FDA,Billing Rule Change,93000,HOSP1222,TX,1925,422.87,487.88,0.317,125144.25
POL102318,2024-06-15,FDA,Coverage Expansion,71020,HOSP1141,MA,4711,171.61,179.18,0.913,35662.27
POL102319,2023-09-21,FDA,Compliance Requirement,J1885,HOSP1121,FL,488,63.24,49.84,0.481,-6539.2
POL102320,2024-05-09,CDC,Billing Rule Change,80048,HOSP1078,NY,3913,472.38,556.24,0.075,328144.18
POL102321,2022-05-13,FDA,Coding Guideline Update,80048,HOSP1116,WI,3230,434.36,350.84,0.668,-269769.6
POL102322,2023-12-16,CDC,Compliance Requirement,A0429,HOSP1272,WI,3304,202.26,215.02,0.334,42159.04
POL102323,2025-02-10,CMS,Coverage Expansion,A0427,HOSP1210,IN,4166,121.63,146.96,0.08,105524.78
POL102324,2024-10-26,CDC,Coverage Expansion,J1100,HOSP1248,NY,4266,521.17,484.97,0.401,-154429.2
POL102325,2024-06-21,CMS,Coding Guideline Update,99215,HOSP1230,CO,4859,49.86,42.42,0.558,-36150.96
POL102326,2022-03-15,CMS,Compliance Requirement,93010,HOSP1033,CA,777,363.58,342.06,0.214,-16721.04
POL102327,2024-11-28,CMS,Coding Guideline Update,80053,HOSP1173,MA,2917,493.56,579.73,0.812,251357.89
POL102328,2023-10-29,CDC,Reimbursement Update,99215,HOSP1282,FL,4654,530.97,604.44,0.603,341929.38
POL102329,2022-08-18,HHS,Coding Guideline Update,A0427,HOSP1165,FL,3232,263.79,288.09,0.167,78537.6
POL102330,2023-03-16,CDC,Reimbursement Update,80048,HOSP1137,AZ,4079,247.62,209.41,0.05,-155858.59
POL102331,2024-07-07,CDC,Reimbursement Update,71020,HOSP1021,FL,218,359.04,274.16,0.542,-18503.84
POL102332,2024-07-11,CMS,Coding Guideline Update,A0425,HOSP1179,MI,3068,404.81,450.48,0.572,140115.56
POL102333,2022-01-26,CDC,Compliance Requirement,J1885,HOSP1178,IL,1600,228.07,223.59,0.066,-7168.0
POL102334,2023-09-17,HHS,Coverage Expansion,93000,HOSP1263,FL,2475,334.86,283.23,0.035,-127784.25
POL102335,2024-02-13,CMS,Compliance Requirement,93010,HOSP1262,CO,2207,278.75,324.15,0.738,100197.8
POL102336,2025-04-15,HHS,Coding Guideline Update,A0427,HOSP1029,WA,3331,239.73,209.31,0.494,-101329.02
POL102337,2024-05-09,CMS,Billing Rule Change,J2405,HOSP1181,AZ,3024,445.9,467.43,0.154,65106.72
POL102338,2024-08-10,CDC,Billing Rule Change,83036,HOSP1221,IN,837,139.9,142.82,0.966,2444.04
POL102339,2024-08-05,CDC,Coverage Expansion,90471,HOSP1203,MO,1640,113.72,118.39,0.966,7658.8
POL102340,2023-04-27,CMS,Reimbursement Update,A0427,HOSP1124,GA,1323,322.88,419.59,0.529,127947.33
POL102341,2022-06-18,CMS,Coverage Expansion,93010,HOSP1138,IN,3915,253.26,283.33,0.581,117724.05
POL102342,2023-06-14,CMS,Coding Guideline Update,99213,HOSP1128,WA,3489,284.28,303.32,0.646,66430.56
POL102343,2023-08-21,HHS,Compliance Requirement,80053,HOSP1240,TN,4972,266.05,223.01,0.205,-213994.88
POL102344,2024-05-17,FDA,Coding Guideline Update,85025,HOSP1117,MN,2398,277.64,231.14,0.669,-111507.0
POL102345,2023-03-20,HHS,Compliance Requirement,80048,HOSP1236,CA,2234,387.99,392.29,0.708,9606.2
POL102346,2025-03-30,FDA,Coverage Expansion,99215,HOSP1071,WA,3985,183.03,145.58,0.29,-149238.25
POL102347,2023-06-10,HHS,Billing Rule Change,J2405,HOSP1045,MN,459,245.77,224.11,0.578,-9941.94
POL102348,2022-07-02,FDA,Compliance Requirement,36415,HOSP1153,MN,3932,559.52,627.25,0.74,266314.36
POL102349,2024-12-27,CMS,Billing Rule Change,A0427,HOSP1247,IL,2629,216.12,268.9,0.228,138758.62
POL102350,2022-07-24,CDC,Coding Guideline Update,G0463,HOSP1283,FL,3674,260.59,228.17,0.643,-119111.08
POL102351,2024-11-24,CMS,Billing Rule Change,A0427,HOSP1141,NY,4408,532.63,571.17,0.501,169884.32
POL102352,2022-09-08,CDC,Coding Guideline Update,90471,HOSP1194,IL,341,315.12,257.04,0.04,-19805.28
POL102353,2022-07-30,CMS,Compliance Requirement,99214,HOSP1154,MO,2839,112.95,118.55,0.672,15898.4
POL102354,2024-05-11,HHS,Coding Guideline Update,80048,HOSP1221,MO,1689,129.22,137.05,0.756,13224.87
POL102355,2025-03-23,CDC,Compliance Requirement,99214,HOSP1144,WA,4791,287.79,269.75,0.284,-86429.64
POL102356,2023-10-29,CMS,Billing Rule Change,93010,HOSP1001,MI,961,199.2,165.91,0.474,-31991.69
POL102357,2024-12-07,HHS,Billing Rule Change,J3490,HOSP1174,NY,447,596.72,561.98,0.184,-15528.78
POL102358,2023-05-30,CDC,Billing Rule Change,80053,HOSP1276,CO,1071,563.02,618.15,0.98,59044.23
